filename,easyocr_result,cnn_result,hybrid_result,easyocr_yes,cnn_yes,hybrid_yes,hybrid_region_yes,hybrid_letter_yes,hybrid_digits_yes
Vehicle1599.jpg,৮1ক1 মেেট্রৌ গ ৩৫-৮৭৮৮,ঢাকা মেট্রো-গ ৩৫৮৭৮৮,ঢাকা মেট্রো-গ ৩৫-৮৭৮৮,,,,,,
Vehicle1616.jpg,ঢাকা মে-ট্রা গ ১৩-২৫২০,ঢাকা মেট্রো-গ ১৩২৫২০,ঢাকা মেট্রো-গ ১৩-২৫২০,,,,,,
Vehicle1587.jpg,ঢাকা মেট্রো গ ৩৫৪৮৩৪০|,ঢাকা মেট্রো-গ ৩৫৮৩৪০,ঢাকা মেট্রো গ ৩৫৮৩৪০,,,,,,
Vehicle1641.jpg,ঢাকা শেদর] ৭ ১৫-৫>73,ঢাকা মেট্রো-গ ২৫৫২২২,ঢাকা মেট্রো-গ ২৫৫২২২,,,,,,
Vehicle1645.jpg,ঢাকা মেট্ো-ছ ৭১-২৭৫৭,ঢাকা মেট্রো-হ ৭১২৭৫৭,ঢাকা মেট্রো-হ ৭১-২৭৫৭,,,,,,
Vehicle1653.jpg,ঢাকা মেট্টো-ল ৩৩ ৯০১২ 0018238856,ঢাকা মেট্রো-ল ৩৩৯০১২,ঢাকা মেট্রো-ল ৩৩৯০১২,,,,,,
Vehicle1646.jpg,ঢাকা মেট্রো-ঝ ১১০২০৫৫ ৮,ঢাকা মেট্রো-ক ১১০৫৫৮,ঢাকা মেট্রো-ক ১১-২০৫৫,,,,,,
Vehicle1649.jpg,ঢাকা স৫ ট্রা-গ ২৯৪ ৪৮৬,ঢাকা মেট্রো-গ ২৯০০৮৬,ঢাকা মেট্রো-গ ২৯০০৮৬,,,,,,
Vehicle1624.jpg,ঢাকা মেট্রে' ১৫: ৮৪১৬,ঢাকা মেট্রো-গ ১৫৮৪১৬,ঢাকা মেট্রো-গ ১৫৮৪১৬,,,,,,
Vehicle1644.jpg,ঢাকা 9[ 98- ২৮৬ 17 3588074 মেট্রো: ৫,ঢাকা মেট্রো-গ ৩৪৫২৮৬,ঢাকা মেট্রো-গ ৩৪৫২৮৬,,,,,,
Vehicle1627.jpg,"ঢাকা ,ম-ট্রা $| ৩২-১৮৩৬",ঢাকা মেট্রো-গ ৩২১৮৩৬,ঢাকা মেট্রো-গ ৩২-১৮৩৬,,,,,,
Vehicle1626.jpg,ঢাকা মেট্রো ন ১৩-১৩৩২,ঢাকা মেট্রো-ন ১৩৯০৮২,ঢাকা মেট্রো ন ১৩-১৩৩২,,,,,,
Vehicle1652.jpg,ঢাকা সে ট্রা খ ১৩০১০৯৬,ঢাকা মেট্রো-খ ১৩১০৯৬,ঢাকা মেট্রো-খ ১৩-১০৯৬,,,,,,
Vehicle1637.jpg,হ্ যশোর- ১৬-৪২৫২,ঢাকা মেট্রো-হ ১৬৪২৫২,যশোর মেট্রো-হ ১৬-৪২৫২,,,,,,
Vehicle1648.jpg,ঢাকা মেট্রো ঘ 49 ১-০০৮৫,ঢাকা মেট্রো-ঘ ১১০০৮৫,ঢাকা মেট্রো ঘ ১১০০৮৫,,,,,,
Vehicle1631.jpg,ঢাকা মেট্রো-গ ৩১৪০৮৯,ঢাকা মেট্রো-গ ৩১০৮৯১,ঢাকা মেট্রো-গ ৩১০৮৯১,,,,,,
Vehicle1651.jpg,ঢাকা মেট্রো-গ ২১-৬৫৬৩,ঢাকা মেট্রো-গ ২১৬৫৬৩,ঢাকা মেট্রো-গ ২১-৬৫৬৩,,,,,,
Vehicle1662.jpg,চট্টযেট্রো স২২৯,চট্ট মেট্রো-প ১২২৬৪৯,চট্ট মেট্রো-প ১২২৬৪৯,,,,,,
Vehicle1661.jpg,৮টদয দরটও ১৯১১৮৯,খুলনা মেট্রো-ঢ ২১৩১৮৯,খুলনা মেট্রো-ঢ ২১৩১৮৯,,,,,,
Vehicle1666.jpg,চট্টগ্রাম- থ ১৪-৬৩৩৭,খুলনা মেট্রো-খ ৪০৬৩৩৭,চট্ট মেট্রো-খ ১৪-৬৩৩৭,,,,,,
Vehicle1668.jpg,চট্টমেট্রেোপ ০৫ ০২৮৩,চট্ট মেট্রো-প ০৫০২৮৩,চট্ট মেট্রো-প ০৫-০২৮৩,,,,,,
Vehicle1660.jpg,চট্ট মেট্রো: হ ১৭-৯৭৭২,চট্ট মেট্রো-চ ১৭৯৭৭২,চট্ট মেট্রো-চ ১৭-৯৭৭২,,,,,,
Vehicle1687.jpg,চট্ট সেট্রো 5| ১৯-৬৫২৫,চট্ট মেট্রো-গ ১১৬৫২৫,চট্ট মেট্রো-গ ১৯-৬৫২৫,,,,,,
Vehicle1678.jpg,চট্ মেট্রোল ৩-৯১১৪ 9),চট্ট মেট্রো-ল ,চট্ট মেট্রো-ল ,,,,,,
Vehicle1676.jpg,চট্ট মেট্রো: ছ ১৫-৫৭৫৮,চট্ট মেট্রো-হ ২১৫৭৫৮,চট্ট মেট্রো-হ ১৫-৫৭৫৮,,,,,,
Vehicle1679.jpg,চট্ট মেট্রোগ ১২-৬৬৭১,চট্ট মেট্রো-গ ১২৬৬৭১,চট্ট মেট্রো-গ ১২-৬৬৭১,,,,,,
Vehicle1675.jpg,চট্ট মেট্রো {991410 091423063 ত ১৬-৭৯৩৫,চট্ট মেট্রো-চ ১৬৭৯৩৫,চট্ট মেট্রো-চ ১৬-৭৯৩৫,,,,,,
Vehicle1686.jpg,চট্ট মেট্রো-খ ১১-১৯৯৭,চট্ট মেট্রো-গ ১১১৯৯৭,চট্ট মেট্রো-খ ১১-১৯৯৭,,,,,,
Vehicle1677.jpg,চট্ট ল ১৬-৪২৩১ 827419 0: মেট্রো,চট্ট মেট্রো-ল ১৬০৪৩১,চট্ট মেট্রো-ল ১৬-৪২৩১,,,,,,
Vehicle1696.jpg,খুলনা মেট্রো-ন ১১০১৭৩০,খুলনা মেট্রো-ন ১১১৭৩০,খুলনা মেট্রো-ন ১১-১৭৩০,,,,,,
Vehicle1694.jpg,খলনা সেেঢো স ১২ > ৯৬০ 09,খুলনা মেট্রো-ল ,নাটোর মেট্রো-ল ,,,,,,
Vehicle1689.jpg,ক ৮9 মেট্রো ১১৭০৮৯৪,চট্ট মেট্রো-ক ১১০৮৯৪,চট্ট মেট্রো-ক ১১-০৮৯৪,,,,,,
Vehicle1692.jpg,চট্ মেট্টরো-গ ১৩ ৯৩৩২,চট্ট মেট্রো-গ ১৩৯৩৩২,চট্ট মেট্রো-গ ১৩-৯৩৩২,,,,,,
Vehicle1688.jpg,চট্ট ক মেট্রো ১১৭০৮ ৯৪,চট্ট মেট্রো-ক ১১০৮৯৪,চট্ট মেট্রো-ক ১১০৮৯৪,,,,,,
Vehicle1704.jpg,ণরো ল খুলনা: ২০৮৭ ১২,খুলনা মেট্রো-ল ২২২০৮৭,খুলনা মেট্রো-ল ২২২০৮৭,,,,,,
Vehicle1699.jpg,মেট্রো গ ঢাকা ২৮-৮১২৬,ঢাকা মেট্রো-গ ২৮৮৯২৬,ঢাকা মেট্রো গ ২৮-৮১২৬,,,,,,
Vehicle1707.jpg,খুলনা মেট্রো- ঠ ১১-০১৪৫,ঢাকা মেট্রো-ঠ ১১০০৪৫,খুলনা মেট্রো-ঠ ১১-০১৪৫,,,,,,
Vehicle1703.jpg,খুলনা মেট্রো ম ১১-০৮৩০,খুলনা মেট্রো-ন ১১০৮৩০,খুলনা মেট্রো ম ১১-০৮৩০,,,,,,
Vehicle1700.jpg,খুলনা মেট্রো- হ ১৩-৫৮৩৯,খুলনা মেট্রো-ট ১০৩৫৩৯,খুলনা মেট্রো-ট ১৩-৫৮৩৯,,,,,,
Vehicle1708.jpg,ঢাকা মেট্রো ১৮-৭৯৭8 ট,ঢাকা মেট্রো-চ ১৮৭৯৭৪,ঢাকা মেট্রো-চ ১৮৭৯৭৪,,,,,,
Vehicle1701.jpg,চট্ট মেট্রো-গ ১৩-২১০৭,চট্ট মেট্রো-গ ১৩২১০৭,চট্ট মেট্রো-গ ১৩-২১০৭,,,,,,
Vehicle1698.jpg,মেট্রো চ খুলনা ৫১৪০২১৩,খুলনা মেট্রো-চ ৫১০২১৩,খুলনা মেট্রো চ ৫১-০২১৩,,,,,,
Vehicle1712.jpg,খুলনা মেট্রো ত ১২-৬০৫৯,খুলনা মেট্রো-হ ১২৬০৫৯,খুলনা মেট্রো-হ ১২-৬০৫৯,,,,,,
Vehicle1713.jpg,ঢাকা মেট্রো ঝ ১২-০০৮৫,ঢাকা মেট্রো-ক ১২০০৮৫,ঢাকা মেট্রো-ক ১২-০০৮৫,,,,,,
Vehicle1711.jpg,হ ১৭-৪০১৫ সাতক্ষীরা:,ঢাকা মেট্রো-ল ৭৪০০১৫,ঢাকা মেট্রো-ল ১৭-৪০১৫,,,,,,
Vehicle1709.jpg,খুলনা মেট্রো- চ ১১-০১৭৪,খুলনা মেট্রো-চ ১১০১৭৪,খুলনা মেট্রো-চ ১১-০১৭৪,,,,,,
Vehicle1726.jpg,৬|}| ১৩-৩৪৯৫ @|,ঢাকা মেট্রো-ল ৮৮৩৪৯৫,ঢাকা মেট্রো-ল ১৩-৩৪৯৫,,,,,,
Vehicle1727.jpg,ঢাকা মেট্রো ১৩-৮১৩৫,ঢাকা মেট্রো-ঢ ১৮১৩৫৮,ঢাকা মেট্রো-ঢ ১৩-৮১৩৫,,,,,,
Vehicle177.jpg,৭১ কুড়িগ্রাম-হঁ ১১-৩১,ঢাকা মেট্রো-ল ১১৬৩১৭,কুষ্টিয়া মেট্রো-ল ১১৬৩১৭,n,n,n,n,n,n
Vehicle24.jpg,নাঢোর: হ ১২-৭৩৯৪,ঢাকা মেট্রো-ব ১২৭৩৯৪,নাটোর মেট্রো-ব ১২-৭৩৯৪,y,n,y,y,y,y
Vehicle40.jpg,ভোলা: ল ১১-০১৮৩,ঢাকা মেট্রো-ল ১২২৪০৩,ঢাকা মেট্রো-ল ১১-০১৮৩,y,n,n,n,y,y
Vehicle688.jpg,ঢাকা নেণডর! [২৫-০৩৩৯,ঢাকা মেট্রো-গ ২৫০৩৩৯,ঢাকা মেট্রো-গ ২৫০৩৩৯,n,y,y,y,y,y
Vehicle726.jpg,ঢাকা মেট্রেো ১৭-২১৬৪,ঢাকা মেট্রো-গ ১৭২১৬৪,ঢাকা মেট্রো-গ ১৭-২১৬৪,n,y,y,y,y,y
Vehicle727.jpg,ঢাকা সেট্রো ১৫-১৭০২,ঢাকা মেট্রো-গ ১৫১৭০২,ঢাকা মেট্রো-গ ১৫-১৭০২,n,y,y,y,y,y
IMG_20220707_115911_jpg.rf.22ed339a624e34dda2129fb8812b517c.jpg,ঢাকা মেট্রো- হ ৪২-১০৫৬ 89শ^19 0014792480,ঢাকা মেট্রো-ল ৪২১০৫৬,ঢাকা মেট্রো-ল ৪২-১০৫৬,,,,,,
159-jpg_jpg.rf.714c197b9d808188f9c960979ab2bded.jpg,১,ঢাকা মেট্রো-গ ,ঢাকা মেট্রো-গ ,,,,,,
IMG_20220707_115414_jpg.rf.4f475fb0b3b1f8253e136c3524ccc864.jpg,"ঢাকা মেট্রো-গ] 4 @0৮ হৎ7412 000074,7537",ঢাকা -গ ১৯০০০৮,ঢাকা মেট্রো-গ ১৯০০০৮,,,,,,
7_jpg.rf.a9a4783548b0a3f6584b49a09a5e5908.jpg,ঢাকা মেটো-গ ৩৩-২৮৯৭,ঢাকা মেট্রো-খ ৩৩৫২৯৭,ঢাকা মেট্রো-খ ৩৩-২৮৯৭,,,,,,
IMG_20220707_115705_jpg.rf.bf823fe6c5213e9a443c932ad4d4d9ed.jpg,৩কা মেড্রো-গ ২১ @99(,ঢাকা মেট্রো-ব ২১৭৭৭৫,ঢাকা মেট্রো-ব ২১৭৭৭৫,,,,,,
12_jpg.rf.e10638d1448a0ebb8408b120129e632c.jpg,0303] 90-,ঢাকা -গ ৮৫০২৬১,ঢাকা -গ ৮৫০২৬১,,,,,,
158-jpg_jpg.rf.d44e3a9db102b64c6c42bb5adf57e4bc.jpg,গ ঢাকা মেট্রো ২৫-৮৯৪৫,ঢাকা মেট্রো-গ ২৫৮৯৪৫,ঢাকা মেট্রো-গ ২৫-৮৯৪৫,,,,,,
IMG_20220707_115405_jpg.rf.c2dc19d47e204a76321d430952349372.jpg,ঢাকা মেট্রো গ ২৫-৩৮২৭ 8হ7413' 0000864503,ঢাকা মেট্রো-গ ২৫৩৮২৭,ঢাকা মেট্রো গ ২৫-৩৮২৭,,,,,,
IMG_20220707_115723_jpg.rf.c9cdbe015002a93004670966f312b11d.jpg,ঢাকণা 88 মেঢ্রেো 5| ২১০৭১৮৬ 3/7/12 000[!277514,ঢাকা মেট্রো-গ ২১৭১৮৬,ঢাকা মেট্রো-গ ২১-৭১৮৬,,,,,,
IMG-55_jpg.rf.3b616d921f6afacbd8b0ffe1eb0763f2.jpg,মেট্রো-হ ঢাকা ৫৬-৭৫২৩,ঢাকা মেট্রো-হ ,ঢাকা মেট্রো-হ ৫৬-৭৫২৩,,,,,,
11_jpg.rf.ec6aecdbfe3ac2c8cdba01c6ee08698b.jpg,ঢাকা মেট্রেো গ ৩৫-৩১০২,ঢাকা মেট্রো-গ ৩৫৩১০২,ঢাকা মেট্রো-গ ৩৫-৩১০২,,,,,,
292255711_914599499935361_1688879455824818706_n_jpg.rf.7aa1b96c9cc4a97ec80b55a42696ae5f.jpg,ঢাকা মেট্রো-গ ২৮-৮৩৪৮,ঢাকা মেট্রো-গ ২৮৮৩৪৮,ঢাকা মেট্রো-গ ২৮-৮৩৪৮,,,,,,
291333306_338862141620109_6970226333642641286_n_jpg.rf.f15e9d05c32927b565683ab2dd340ed1.jpg,ঢাকা মেট্র' ৩৫-৬৮৫,ঢাকা মেট্রো-গ ৩৫৬৮৫৬,ঢাকা মেট্রো-গ ৩৫৬৮৫৬,,,,,,
4_jpg.rf.9c3dd365897521bbeebdf226c98b1ff7.jpg,ঢাকা মেট্রো-চ ১১-৫৫৭৮,ঢাকা মেট্রো-চ ১১৫৫৭৮,ঢাকা মেট্রো-চ ১১-৫৫৭৮,,,,,,
6_jpg.rf.2110b269232f4b5fc953a8b01313ea5f.jpg,ঢাকা মেট্রেো-গ ২১-৬০৪৫,ঢাকা মেট্রো-গ ২১৬০৪৫,ঢাকা মেট্রো-গ ২১-৬০৪৫,,,,,,
8_jpg.rf.d59449356d0787f386f2fa7d1f4c5a89.jpg,ঢাকা মেড্রা গ ২৮-৩২৮৬,ঢাকা মেট্রো-গ ২৮৩২৮৬,ঢাকা মেট্রো-গ ২৮-৩২৮৬,,,,,,
IMG_20220707_114321_jpg.rf.bd6a6975b2115069f69a759b6f1cec68.jpg,মেট্রো-ল ঢাকা ৪০ ৯৬৬,ঢাকা মেট্রো-ল ৪০৫৯৬৬,ঢাকা মেট্রো-ল ৪০৫৯৬৬,,,,,,
IMG_20220707_115108_jpg.rf.2d3e4d7d733388802cb1cdc5b24a27f6.jpg,মেট্টো-হ ৪৯-88৩9 ঢাকা,ঢাকা মেট্রো-হ ৪৯৪৪৩৭,ঢাকা মেট্রো-হ ৪৯৪৪৩৭,,,,,,
IMG_20220707_115339_jpg.rf.efdeb9cf3d90ecd702c8e485a6dad9d9.jpg,তাষা মড্রো-গ ১৭-১০৫০ !9হ : 12 এশশ0[28ন2ঙ,ঢাকা মেট্রো-গ ১৭০৫০০,ঢাকা মেট্রো-গ ১৭-১০৫০,,,,,,
IMG_20220707_114849_jpg.rf.ac2b938c652c02d87b6e3d4128cd4844.jpg,ঢাকা মেট্রো-ল 88 ৬০০৬,ঢাকা মেট্রো-ল ৪৪৬০০৬,ঢাকা মেট্রো-ল ৪৪৬০০৬,,,,,,
IMG_20220707_115317_jpg.rf.94dc83d3f6cfdee492020e87c46f3d1e.jpg,তাকা জ 8 ১৪২ 90,ঢাকা মেট্রো-গ ৪০৪০২০,ঢাকা মেট্রো-গ ৪০৪০২০,,,,,,
IMG-58_jpg.rf.1547f411e560299ae127b52a31027177.jpg,দ23 ঢাকা ঢোট্রো-স ৩৮-9১9৬,ঢাকা মেট্রো-ল ৩৮৮৭১৮,ঢাকা মেট্রো-ল ৩৮৮৭১৮,,,,,,
IMG_20220707_115558_jpg.rf.891348270fedede44577ce7b665103bd.jpg,ঢাকা মেট্রো গ| ২২ং১৭৩৩,ঢাকা মেট্রো-গ ২২১৭৩৩,ঢাকা মেট্রো গ ২২-১৭৩৩,,,,,,
IMG_20220707_115323_jpg.rf.9aa0ed5af91ef72d37608f240129caea.jpg,ঢাকা চ ভ ০২০১১২৩ মেট্রো,ঢাকা মেট্রো-ল ০০২১২৩,ঢাকা মেট্রো-ল ০২-১১২৩,,,,,,
IMG_20220707_113816_jpg.rf.bd4849802cc112e0cefab054abf8e321.jpg,ঢাকা মেট্রো-গ ২০৪৬৩৫৪ ৪হ141} 00122382'),ঢাকা মেট্রো-গ ০০৬৩৪৪,ঢাকা মেট্রো-গ ২০-৬৩৫৪,,,,,,
IMG_20220707_114331_jpg.rf.351749d524d28d0d13633ce5a0cbfc84.jpg,মেট্রো হ ঢাকা ৪৮ ৯৯২৬,ঢাকা মেট্রো-হ ৪৮৯৯২৬,ঢাকা মেট্রো হ ৪৮-৯৯২৬,,,,,,
IMG_20220707_115246_jpg.rf.2df5af3a1e8ecb451d611a742294e6fc.jpg,ঢাকা মেট্রো- হ ৬৫ -৫৯১৫ ?91^!9 013040,ঢাকা মেট্রো-হ ৬৫৫৯১৫,ঢাকা মেট্রো-হ ৬৫৫৯১৫,,,,,,
IMG_20220707_115347_jpg.rf.0db5dc60f72a137597d73f293d76da97.jpg,ঢাকা মেট্রো- হ ৪৬-৫২৮৫ 013?078 347:17,ঢাকা মেট্রো-হ ৪৬৫২৮৫,ঢাকা মেট্রো-হ ৪৬-৫২৮৫,,,,,,
IMG_20220707_115700_jpg.rf.1cd19e9c9b05a6b044095a6f8e59b4e8.jpg,ঢাকা মেট্রো-গ ১১৭৬২৪৬,ঢাকা মেট্রো-গ ১১৬২৪৬,ঢাকা মেট্রো-গ ১১-৬২৪৬,,,,,,
IMG_20220707_115946_jpg.rf.5afe9ee315e6dd756ec28c579ce31d81.jpg,ঢাকা মেট্রো-ল ৫ ১৬২২ ৪হ7420 0015654666,ঢাকা মেট্রো-ল ৬৫৩৬২২,ঢাকা মেট্রো-ল ৬৫৩৬২২,,,,,,
IMG_20220707_115917_jpg.rf.e227ed24dfa7c5aab67df6226475b447.jpg,ঢাকা মেট্রো হ ৫৭-৫৮০৭ {=7^15 001-425802',ঢাকা মেট্রো-হ ২৫৭৮০৭,ঢাকা মেট্রো হ ৫৭-৫৮০৭,,,,,,
IMG_20220707_115738_jpg.rf.553bd521754838d20951c3bb1fd1571d.jpg,ঢাকা মে !5[ ২১ 9৮9' ৃহস^12 ০০০0005438 ট ড্রা,ঢাকা মেট্রো-ক ২২৭২৭২,ঢাকা মেট্রো-ক ২২৭২৭২,,,,,,
IMG_20220707_120125_jpg.rf.b2b6cd69405152f6153cf553f7ff7491.jpg,ঢাকা মেট্রো-গ ৩৪ং৮৫৩৩,ঢাকা মেট্রো-গ ৩৪৮৫৩৩,ঢাকা মেট্রো-গ ৩৪-৮৫৩৩,,,,,,
IMG_20220707_115847_jpg.rf.fd6b1ca827d0346a878c84f43bd4bd21.jpg,ঢাকা মেট্রো- ল ৩১-৬৩৪৬ ওা7৯20 0715327395,ঢাকা মেট্রো-ল ,ঢাকা মেট্রো-ল ৩১-৬৩৪৬,,,,,,
IMG_20220707_115829_jpg.rf.93457455d4e5c69ff2295a9bd1f21d8f.jpg,ঢাকা ঢ্রো-গ ১৪-৯৬৫৭,ঢাকা মেট্রো-গ ১৪৯৬৫৭,ঢাকা মেট্রো-গ ১৪-৯৬৫৭,,,,,,
290892552_1356219878235701_7518614983457774939_n_jpg.rf.391fca191f339947cbcf202462bebf09.jpg,ঢাকা ২০-৩৫২৬ মেট্ট্রো-চ,ঢাকা মেট্রো-চ ২০৩৫২৬,ঢাকা মেট্রো-চ ২০-৩৫২৬,,,,,,
161-jpg_jpg.rf.ac5c6405ed92a709bbacd398cf7b62d2.jpg,ঢাকা মেট্রা গ ১৩-৯২৯৪,ঢাকা মেট্রো-গ ১৩৯২৯৪,ঢাকা মেট্রো-গ ১৩-৯২৯৪,,,,,,
IMG_20220707_121111_jpg.rf.4cb2b26e30229589470976fe9599dca9.jpg,ঢাকা মেট্রো হ ৫৬-৭২২৫ !25,ঢাকা মেট্রো-হ ৫৬৭২২৫,ঢাকা মেট্রো হ ৫৬-৭২২৫,,,,,,
IMG_20220707_115921_jpg.rf.c3c2945f81af39e238a37dfe9dbe6156.jpg,ঢাকা মেট্রো-ল ৫৫-৩২৪২ ওহ7 ' 21 0015858367,ঢাকা মেট্রো-ল ৫৫৪২৪২,ঢাকা মেট্রো-ল ৫৫-৩২৪২,,,,,,
IMG_20220707_115905_jpg.rf.40606895edb522d35312026419ee02e6.jpg,ঢাকা- হ ১১-২৬৪০ {হয৬19 00151 4 73 17,ঢাকা মেট্রো-ল ১১২৬৪০,ঢাকা মেট্রো-ল ১১-২৬৪০,,,,,,
160-jpg_jpg.rf.919b6946f379f02081d79a758c96a0a3.jpg,"&<_""071 ঢাকা মে্রো-গ ১ ৯৪ >৬>",ঢাকা মেট্রো-গ ১২১৪২৩,ঢাকা মেট্রো-গ ১২১৪২৩,,,,,,
IMG_20220707_115936_jpg.rf.b1c5f48b742c51c4bca9009cf73e6377.jpg,ঢাকা মেট্রো ল ২৫-৬৬০৯ ও9ত414   0012285827,ঢাকা মেট্রো-ল ২৫৩২২২,ঢাকা মেট্রো ল ২৫-৬৬০৯,,,,,,
IMG_20220707_121135_jpg.rf.93cb8bf742c5219079532df9a89ec5b8.jpg,ঢাকা_মেট্রো-ল ৪১ ৫8হ ৬৭9^৬খ 0শ]7,maimanshing মেট্রো-ল ২৪১৫৪২,ঢাকা মেট্রো-ল ২৪১৫৪২,,,,,,
291092346_1124571621773563_1183996190801784614_n_jpg.rf.6e53743faa8a831dc46054c0fcdb8baa.jpg,ঢাকা মেট্রো গ ২১-৯৬১৮,ঢাকা মেট্রো-গ ২১৯৬১৮,ঢাকা মেট্রো গ ২১-৯৬১৮,,,,,,
IMG_20220707_115851_jpg.rf.f3233e230a8a3be53961c89699d303a3.jpg,ঢাকা: হ ১১-০৯৭৪ 5য7414 00126373,ঢাকা মেট্রো-হ ৮১১৩০৪,ঢাকা মেট্রো-হ ১১-০৯৭৪,,,,,,
IMG_20220707_115953_jpg.rf.8e980b838a7d6a513531589a28717127.jpg,5} ঢাকা মেট্রো: হ ৬১-২৮০৭ ৪হ৭420 0015478169,ঢাকা মেট্রো-চ ৬১৩২৮৭,ঢাকা মেট্রো-চ ৬১-২৮০৭,,,,,,
IMG_20220707_115745_jpg.rf.3aa1421741bf543b0c533635eda2ebba.jpg,ঢাকা মেট্রো-গ ৪৩ং০৫৮৯,ঢাকা মেট্রো-গ ৪৩০৫৮৯,ঢাকা মেট্রো-গ ৪৩-০৫৮৯,,,,,,
IMG_20220707_120120_jpg.rf.b148ce929888fb684edc976e288e4b2b.jpg,ঢাকা মেট্রো -ঘ ১৭-৮২৫৭,ঢাকা মেট্রো-ঘ ১৭৮২৫৭,ঢাকা মেট্রো-ঘ ১৭-৮২৫৭,,,,,,
IMG_20220707_115713_jpg.rf.be48a2e963ecdaeb3d88b834f08e781c.jpg,ঢাকা মেট্রো-ঘ ১৭২৬৩২৩,ঢাকা মেট্রো-হ ১৭৬৩২৩,ঢাকা মেট্রো-ঘ ১৭-৬৩২৩,,,,,,
IMG_20220707_115844_jpg.rf.25c25d7d64a57b4008655c2f84ff3635.jpg,ঢ কা মেট্রো-ল ৫৭ ৭২৫৭,ঢাকা মেট্রো-ল ৫৭৭২৫৭,ঢাকা মেট্রো-ল ৫৭-৭২৫৭,,,,,,
IMG_20220707_115859_jpg.rf.7d62ec4d5fa20069b95cca6abf71c7cc.jpg,_ল ঢাকা 21/1 50 [গ|0 মেট্টো ৫০-০৭৯২,ঢাকা মেট্রো-ল ৫০০৭৯২,ঢাকা মেট্রো-ল ৫০-০৭৯২,,,,,,
IMG_20220707_115950_jpg.rf.a1d3686e9253120652665ff1ced0f6ff.jpg,"ঢাকা মেট্রো ল 39 9) ১০ :; ,{71 !",ঢাকা মেট্রো-গ ৪২৩৮১২,ঢাকা মেট্রো ল ৪২৩৮১২,,,,,,
IMG_20220707_115718_jpg.rf.db909585e97fc03788508c6e2dbedd4c.jpg,ঢাকা মেট্রো-গ ২৮২৫৫৪২,ঢাকা মেট্রো-গ ২৮৫৫৪২,ঢাকা মেট্রো-গ ২৮-৫৫৪২,,,,,,
IMG_20220707_115731_jpg.rf.b2e617e484760153fb012b709fbed1a0.jpg,ঢাকা মেট্রো- ন ২০২৩২৮২,ঢাকা মেট্রো-ন ২০৩২৮২,ঢাকা মেট্রো-ন ২০-৩২৮২,,,,,,
IMG_20220707_115932_jpg.rf.b689713cefc398b802d2214832ce982e.jpg,ঢাকা: ল ১১-০৩৩৮ 3যশ415 0012436464,ঢাকা মেট্রো-ল ১১০৩৩৮,ঢাকা মেট্রো-ল ১১-০৩৩৮,,,,,,
IMG_20220707_115940_jpg.rf.30464ddd0825c7ba87d86fe76ace1506.jpg,ঢাকা মেট্রো হঁ ৪৮২০০৯,ঢাকা মেট্রো-হ ৪৮২০০৯,ঢাকা মেট্রো হ ৪৮২০০৯,,,,,,
IMG_20220707_115301_jpg.rf.c2d6faf6b69b2b8592e549b30f0e1feb.jpg,ঢাকা মেট্রো- হৃ ; ৬8-৭৫9৬ ঢ/ৎদ419 00150655ব|,ঢাকা -গ ৬৪৭৫৭৬,ঢাকা -গ ৬৪৭৫৭৬,,,,,,
IMG_20220707_120115_jpg.rf.11abafe7988d1dc9299af2e6f8963f6c.jpg,ঢাকা মেট্রো-গ ২২০৯১৩১,ঢাকা মেট্রো-গ ২২৯১৩১,ঢাকা মেট্রো-গ ২২-৯১৩১,,,,,,
IMG_20220707_115854_jpg.rf.358dbd1531f8907690349a2ce80a3add.jpg,২ঢ্রা: হ ৩৪ 0২৩৫ 891419 {7130,maimanshing মেট্রো-গ ২০৪০৩৫,maimanshing মেট্রো-গ ২০৪০৩৫,,,,,,
IMG_20220707_114102_jpg.rf.c12f5f23c7793160afa57010dd5757df.jpg,মেট্রো-হ ঢাকা ৪৯-8899,ঢাকা মেট্রো-হ ৪৯৪৪৩৭,ঢাকা মেট্রো-হ ৪৯৪৪৩৭,,,,,,
IMG_20220707_115647_jpg.rf.98de839db8fb71989c463793a24aa5a4.jpg,ঢাকা মেট্রো চ ১৫-১০২০,ঢাকা মেট্রো-চ ১৫১০২০,ঢাকা মেট্রো চ ১৫-১০২০,,,,,,
IMG-2_jpg.rf.ccf2912f5bcb44c6308a4ae61691afc0.jpg,ঢাকা মেট্রো- গ ১৫-৪১৪৫,ঢাকা মেট্রো-গ ১৫৪১৪৫,ঢাকা মেট্রো-গ ১৫-৪১৪৫,,,,,,
IMG-3_jpg.rf.efc66763fb5b5faee8e08885b024cf27.jpg,ঢাকা মট্রো: চ ১৫-৯৭০৯,ঢাকা মেট্রো-চ ১৫৯৭০৯,ঢাকা মেট্রো-চ ১৫-৯৭০৯,,,,,,
IMG-4_jpg.rf.3f91bc65530422fb5a3a578377e3cd3f.jpg,তাক মে 5[ 9৩:90 ~ট্রো,ঢাকা মেট্রো-গ ৩০০৭৩২,ঢাকা মেট্রো-গ ৩০০৭৩২,,,,,,
IMG-5_jpg.rf.76c4ed37100adbe40a462211834db562.jpg,ঢাকা মেট্রো-গ ১৩-৭১২০ 1412003018|,ঢাকা মেট্রো-গ ১৩৭১২০,ঢাকা মেট্রো-গ ১৩-৭১২০,,,,,,
